feature,UniProt ID,Description,KEGGID,KO_ID,Pathway_IDs,Pathway_Names,pan_bio_class,pan_bio_class_short,parent_cluster,consensus_pass,cluster_condition_keys,regime_importance_label,PAN_global_mean_normSHAP,Ae_mean_normSHAP,An_mean_normSHAP,AeAn_delta_An_minus_Ae,total_var_normSHAP,regime_var_frac,within_var_normSHAP,p_regime_Ae_vs_An,q_regime_Ae_vs_An,d_out,d_all,z_out_rank,z_all_rank,quad,mean_abs_shap,consensus_score,Ac+CA_ae,Ac+CA_an,Ac+KL_ae,ANCHOR:Ac_ae,ANCHOR:Ac_an,Ac+KL_an,Ac+SA_ae,Ac+SA_an,Ac+SF_ae,Ac+SF_an,Ac+pCA_ae,Ac+pCA_an,CA_an,SF_ae,pC_ae,pC_an,BREADTH_frac_ge1x,BREADTH_frac_ge2x,BREADTH_frac_ge5x,q_value_O2_DEG,AeAn_direction,gene,shap_rank,module,mod_gr_r,mod_gr_abs_r,in_gr_module,tier
RPA1661,Q6N988,DUF156 OS=Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009) OX=258594 GN=RPA1661 PE=3 SV=1,rpa:TX73_008540,,,,Oxygen-bridging pan-condition core,O2-bridging core,44,True,CA_an,Regime-invariant importance,8910663781.388577,5451265580.836759,12370061981.94039,6918796401.103635,3.109232282853963e+20,0.03849000274433097,2.989557923754152e+20,0.4614444652259341,0.6528986786412432,7.173936907662951e-06,7.087287449773826e-06,0.4138717126121478,0.4012290305296198,HH,3.924579438845857e-05,4.377420914224627,11496968354.30287,0.0,9583454276.164948,14952863281.71622,0.0,0.0,0.0,3049102480.641569,414214161.5101765,1235293840.280143,0.0,25629104161.19446,69046995373.40698,0.0,7162624572.999846,0.0,0.5625,0.5625,0.5625,1.292570227837833e-14,An_up,RPA1661,28,3,0.7011770108380053,0.7011770108380053,True,Tier1_UniversalCore_HH
RPA4196,Q6N254,TPR repeat OS=Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009) OX=258594 GN=RPA4196 PE=4 SV=1,rpa:TX73_021750,,,,Oxygen-bridging pan-condition core,O2-bridging core,44,True,CA_an,Regime-invariant importance,8775881113.05294,2908978251.931725,14642783974.17416,11733805722.24243,7.259554446063884e+20,0.04741413462432956,6.915348954245561e+20,0.4156697100032021,0.6317313536322356,1.111280452323134e-05,1.180431147148697e-05,0.6463126026894883,0.6801508734090059,HH,3.871864908612123e-05,2.18117883601675,0.0,8324927461.378505,0.0,604543966.4712769,4.982147293854686,0.0,4637165352.947121,0.0,0.0,0.0,12666011955.18447,0.0,108817344327.0326,0.0,5364104740.850934,0.0,0.4375,0.4375,0.375,0.6331721226557947,ns,RPA4196,29,4,0.1907718068154067,0.1907718068154067,False,Tier1_UniversalCore_HH
RPA1791,Q6N8W2,Branched-chain amino acid transport system ATP-binding protein OS=Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009) OX=258594 GN=RPA1791 PE=3 SV=1,rpa:TX73_009210,K01996,"rpa02010,rpa02024","ABC transporters, Quorum sensing",Context-dependent modulator,Context-modulator,44,True,CA_an,Regime-invariant importance,8303465946.570359,0.0,16606931893.14072,16606931893.14072,8.288349926222435e+20,0.08318609535019678,7.5988744589639e+20,0.2812089879648838,0.6281977902611812,1.494987058538857e-05,1.425001731108167e-05,0.872745968271053,0.8247676438092721,HH,3.66604611749152e-05,3.514942876635542,0.0,0.0,0.0,0.0,6.668163807115235,0.0,0.0,0.0,0.0,17897326494.62426,0.0,0.0,114958128643.8333,0.0,0.0,0.0,0.1875,0.1875,0.1875,0.001211239464983662,An_up,RPA1791,30,9,-0.7108674866789133,0.7108674866789133,True,Tier2_AdaptiveGeneralist_HH
RPA0450,Q6NCM2,Ferric uptake regulation protein OS=Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009) OX=258594 GN=fur PE=3 SV=1,rpa:TX73_002335,,,,Oxygen-bridging pan-condition core,O2-bridging core,44,True,CA_an,Regime-invariant importance,8216663993.349545,5671602352.572977,10761725634.12611,5090123281.553137,3.34525520275858e+20,0.01936276416224073,3.280481815205057e+20,0.5968472550166448,0.737227048024648,1.11206401960003e-05,1.16578991291403e-05,0.6467750022749867,0.6714933808544548,HH,3.618916767071596e-05,6.241548546338668,0.0,13247014508.23788,41170133701.91972,0.0,0.0,2448575324.46593,0.0,0.0,0.0,2902588521.745735,2068463935.999244,2711119115.422142,64784507603.13723,2134221182.664857,0.0,0.0,0.5,0.5,0.5,4.312076890443746e-21,An_up,RPA0450,31,3,0.7011770108380053,0.7011770108380053,True,Tier1_UniversalCore_HH
RPA1624,Q6N9C5,YHS domain-containing protein OS=Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009) OX=258594 GN=RPA1624 PE=4 SV=1,rpa:TX73_008345,,,,Context-dependent modulator,Context-modulator,35,True,Ac+KL_ae,Regime-invariant importance,7708354151.178757,14635462493.48897,781245808.868546,-13854216684.62042,3.488558452332766e+20,0.137549164337541,3.008710152471729e+20,0.1644177018130955,0.6281977902611812,1.370799681077361e-05,1.376889724786443e-05,0.4980597201837357,0.5044677687516763,HH,3.408094497970224e-05,5.049505299751002,0.0,0.0,59973991588.2967,236094409.870878,9.783348588430943,0.0,2961517826.744183,2459369865.425908,1372692967.913597,3790596595.739111,2027843027.089797,0.0,0.0,0.0,50511560127.99658,0.0,0.5625,0.5625,0.5625,0.2069955193735115,ns,RPA1624,32,1,-0.6150968944808747,0.6150968944808747,True,Tier2_AdaptiveGeneralist_HH
RPA0747,Q6NBT1,Sulfate/thiosulfate import ATP-binding protein CysA OS=Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009) OX=258594 GN=cysA PE=3 SV=1,,,,,Oxygen-bridging pan-condition core,O2-bridging core,44,True,CA_an,Regime-invariant importance,7122696347.502895,1460129604.712462,12785263090.29333,11325133485.58087,6.374825931629088e+20,0.05029888260550847,6.054179310463526e+20,0.4018178308702071,0.6281977902611812,1.508285676051784e-05,1.5142215046656e-05,0.8805937631024535,0.877524092679089,HH,3.367989372497873e-05,3.523062491335581,0.0,0.0,0.0,0.0,173.0211407368653,1107550136.29521,0.0,0.0,0.0,0.0,0.0,0.0,101174554413.0303,0.0,11681036837.6997,0.0,0.25,0.25,0.25,0.0001426158215563004,Ae_up,RPA0747,33,1,-0.6150968944808747,0.6150968944808747,True,Tier1_UniversalCore_HH
RPA2435,Q6N728,Biotin carboxylase OS=Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009) OX=258594 GN=accC PE=4 SV=1,rpa:TX73_012595,K01961,"rpa00061,rpa00620,rpa00640,rpa00720,rpa01100,rpa01110,rpa01120,rpa01200,rpa01212","Fatty acid biosynthesis, Pyruvate metabolism, Propanoate metabolism, Other carbon fixation pathways, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Carbon metabolism, Fatty acid metabolism",Oxygen-bridging pan-condition core,O2-bridging core,3,True,Ac+pCA_an,Regime-invariant importance,7019701823.375587,1366658333.178637,12672745313.57253,11306086980.3939,6.406279481711928e+20,0.04988371299329946,6.086710474691348e+20,0.4038689566765953,0.6308048466186822,6.472752716549068e-05,6.5149841618259e-05,1.009080274937313,1.012928475242628,HH,3.094857647556444e-05,6.745317853251347,0.0,0.0,0.0,10933266665.4291,2.34277849493389,0.0,0.0,0.0,0.0,0.0,0.0,101381962506.2375,0.0,0.0,0.0,0.0,0.1875,0.1875,0.125,0.03800789437991109,Ae_up,RPA2435,34,2,-0.7644137444796071,0.7644137444796071,True,Tier1_UniversalCore_HH
RPA2671,Q6N6E6,Putative FAD-dependent monoxygenase OS=Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009) OX=258594 GN=RPA2671 PE=3 SV=1,rpa:TX73_013845,K03185,"rpa00130,rpa01100,rpa01110,rpa01240","Ubiquinone and other terpenoid-quinone biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of cofactors",Oxygen-bridging pan-condition core,O2-bridging core,6,True,pC_an,Regime-invariant importance,5529189682.770358,1373491935.707807,9684887429.83291,8311395494.125104,3.281105327211501e+20,0.05263416453508916,3.108407089562093e+20,0.3905936570026912,0.6281977902611812,5.428999221917784e-05,5.369792711840509e-05,3.242973303452919,3.232960961571443,HH,2.677446510733642e-05,7.697416549828684,0.0,0.0,0.0,0.0,181.4852162026077,4866795468.35923,0.0,0.0,0.0,0.0,10700179648.67136,0.0,0.0,287755836.9910913,0.0,72612303788.81883,0.3125,0.3125,0.3125,0.3653963135098867,ns,RPA2671,35,18,-0.23162940573209054,0.23162940573209054,False,Tier1_UniversalCore_HH
RPA1737,Q6N914,Possible dehydrogenase OS=Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009) OX=258594 GN=RPA1737 PE=4 SV=1,rpa:TX73_008935,,,,Context-dependent modulator,Context-modulator,6,True,pC_an,Regime-invariant importance,6021957968.123634,688565761.1530285,11355350175.09424,10666784413.94121,2.11383860732259e+20,0.134565961350302,1.829387882988842e+20,0.1690209102891182,0.6281977902611812,2.314466544459863e-05,2.291411561632792e-05,1.310126386097818,1.314249222860104,HH,2.652288651340975e-05,5.018732943713146,0.0,13450968495.28664,0.0,0.0,0.0,0.0,0.0,14325662283.54623,3787618698.775072,1825653955.832512,0.0,3518714362.33069,0.0,0.0,1720907390.449156,57721802303.75784,0.4375,0.4375,0.4375,1.277909256167945e-07,An_up,RPA1737,36,3,0.7011770108380053,0.7011770108380053,True,Tier2_AdaptiveGeneralist_HH
RPA1578,Q6N9H1,ferredoxin--NADP(+) reductase OS=Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009) OX=258594 GN=fpr PE=3 SV=1,rpa:TX73_008105,,,,Context-dependent modulator,Context-modulator,44,True,CA_an,Regime-invariant importance,5997395475.96074,0.0,11994790951.92148,11994790951.92148,5.755000399211897e+20,0.06249999999999999,5.395312874261154e+20,0.3506166628202075,0.6281977902611812,7.504072647896955e-06,7.056006972968951e-06,0.4333537193196162,0.3993793880015343,HH,2.641470439132066e-05,2.281095818577086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95958327615.37184,0.0,0.0,0.0,0.0625,0.0625,0.0625,9.616884750447566e-06,Ae_up,RPA1578,37,1,-0.6150968944808747,0.6150968944808747,True,Tier2_AdaptiveGeneralist_HH
RPA3541,Q6N401,VbhA domain-containing protein OS=Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009) OX=258594 GN=RPA3541 PE=4 SV=1,,,,,Context-dependent modulator,Context-modulator,44,True,CA_an,Regime-invariant importance,5971167245.391492,1700811047.880867,10241523442.90212,8540712395.02125,1.312825240155118e+20,0.138906089674683,1.130465819618944e+20,0.1567839766919092,0.6281977902611812,2.710475627322708e-05,2.734988678324302e-05,1.590031422827213,1.599374624362159,HH,2.629918575327668e-05,5.885793017396353,0.0,0.0,1613186228.236335,0.0,0.0,0.0,11993302154.8106,22237989548.8301,0.0,0.0,0.0,0.0,37497157491.66569,0.0,0.0,22197040502.72115,0.3125,0.3125,0.3125,0.0172490859689585,Ae_up,RPA3541,38,1,-0.6150968944808747,0.6150968944808747,True,Tier2_AdaptiveGeneralist_HH
RPA4707,Q6N0Q5,Uncharacterized protein OS=Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009) OX=258594 GN=RPA4707 PE=4 SV=1,,,,,Context-dependent modulator,Context-modulator,35,True,Ac+KL_ae,Regime-invariant importance,5852453854.64116,10906060327.50996,798847381.7723577,-10107212945.7376,3.129442512583716e+20,0.08160858772745473,2.874053128757501e+20,0.2852450814684033,0.6281977902611812,2.613484808326615e-05,2.682189212432564e-05,1.269956969650093,1.316300708245932,HH,2.57763289337572e-05,7.967020178978939,0.0,0.0,70340968598.57787,15888718049.91412,0.0,6390779054.178862,0.0,0.0,1018795971.587705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,4.167477824431353e-08,An_up,RPA4707,39,17,0.34558391883036077,0.34558391883036077,False,Tier2_AdaptiveGeneralist_HH
RPA0595,Q6NC77,Methyltransferase type 11 domain-containing protein OS=Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009) OX=258594 GN=RPA0595 PE=4 SV=1,rpa:TX73_003080,,,,Oxygen-bridging pan-condition core,O2-bridging core,3,True,Ac+pCA_an,Regime-invariant importance,5782503511.735902,3368380854.749918,8196626168.721887,4828245313.97197,2.692065751745834e+20,0.02164875876153306,2.633785869716103e+20,0.5783828859873107,0.7259004383633056,6.748668289344092e-05,6.721973919860105e-05,1.070149410319053,1.058561390306296,HH,2.546824225891309e-05,6.008651262109931,0.0,0.0,0.0,84453590.77820556,0.0,0.0,0.0,0.0,0.0,3618196946.609342,26862593247.22113,61954812403.16575,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.0263370912976632,Ae_up,RPA0595,40,4,0.1907718068154067,0.1907718068154067,False,Tier1_UniversalCore_HH
RPA2421,Q6N742,NADH:ubiquinone oxidoreductase 17.2 k OS=Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009) OX=258594 GN=RPA2421 PE=4 SV=1,rpa:TX73_012525,,,,Intermediate-importance protein,Intermediate,35,True,Ac+KL_ae,Regime-invariant importance,4569993835.444285,7254982535.014337,1885005135.874234,-5369977399.140102,1.348702523804607e+20,0.05345259009734977,1.276610880636418e+20,0.3826054215888394,0.6281977902611812,1.416493146778914e-05,1.37730458663147e-05,0.5264423407850519,0.5047257926874243,HH,2.462737160265673e-05,5.616757842485635,0.0,0.0,45253812576.65714,6114999998.732599,337.1661906664126,0.0,0.0,0.0,6671047704.724963,15080040749.82768,0.0,0.0,0.0,0.0,0.0,0.0,0.3125,0.3125,0.3125,5.553307301115559e-24,Ae_up,RPA2421,41,2,-0.7644137444796071,0.7644137444796071,True,Tier3_AdaptiveSpecialist_HH
RPA1589,Q6N9G0,30S ribosomal protein S4 OS=Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009) OX=258594 GN=rpsD PE=1 SV=3,,,,,Context-dependent modulator,Context-modulator,3,True,Ac+pCA_an,Regime-invariant importance,5567960073.290017,301971648.6950991,10833948497.88494,10531976849.18984,4.225988395536097e+20,0.06561928593381725,3.94868205465642e+20,0.338765204945285,0.6281977902611812,3.953890341641396e-05,3.880096260095279e-05,0.4515736948520943,0.4320416866214769,HH,2.452331516041493e-05,4.789644520731203,0.0,0.0,2415773189.560792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82535280094.61533,4136307888.464157,0.0,0.0,0.0,0.1875,0.1875,0.1875,2.559656486128083e-05,Ae_up,RPA1589,42,1,-0.6150968944808747,0.6150968944808747,True,Tier2_AdaptiveGeneralist_HH
RPA0460,Q6NCL2,Putative esterase OS=Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009) OX=258594 GN=RPA0460 PE=4 SV=1,rpa:TX73_002380,K18372,"rpa00650,rpa01100","Butanoate metabolism, Metabolic pathways",Context-dependent modulator,Context-modulator,51,True,SF_ae,Regime-invariant importance,5318731689.741446,9085377993.503294,1552085385.979596,-7533292607.523699,7.910440967892396e+19,0.179353141439634,6.491678530128115e+19,0.1012932081313197,0.6281977902611812,7.890606535343452e-06,7.832327611560654e-06,0.1015364700643167,0.102953648453522,HH,2.345616873885545e-05,7.260617912191709,0.0,0.0,18221122236.71075,8180545796.352601,2.288939386927558,0.0,0.0,12416683085.54783,25888591455.13477,0.0,0.0,0.0,0.0,20392764459.82824,0.0,0.0,0.375,0.375,0.3125,1.125661797991064e-14,Ae_up,RPA0460,43,2,-0.7644137444796071,0.7644137444796071,True,Tier2_AdaptiveGeneralist_HH
RPA3771,Q6N3C3,Uncharacterized protein OS=Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009) OX=258594 GN=RPA3771 PE=4 SV=1,rpa:TX73_019525,,,,Oxygen-bridging pan-condition core,O2-bridging core,44,True,CA_an,Regime-invariant importance,5126866929.475446,4347379624.257682,5906354234.69321,1558974610.435528,1.095525211730933e+20,0.005546202428656489,1.089449207140977e+20,0.7786948598088808,0.8700793098616374,9.18427087516847e-06,9.398906318343112e-06,0.5325057623864417,0.5379171185885695,HH,2.258058101029892e-05,3.992523563269017,0.0,0.0,2077806471.184284,17212233855.55168,0.0,0.0,12168162318.42232,8007270286.156677,0.0,0.0,3320834348.903169,0.0,39243563591.389,0.0,0.0,0.0,0.375,0.375,0.375,5.887018164825006e-09,Ae_up,RPA3771,44,1,-0.6150968944808747,0.6150968944808747,True,Tier1_UniversalCore_HH
RPA4244,Q6N208,UspA domain-containing protein OS=Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009) OX=258594 GN=RPA4244 PE=4 SV=1,rpa:TX73_021990,,,,Oxygen-bridging pan-condition core,O2-bridging core,44,True,CA_an,Regime-invariant importance,5073367322.159235,3325976718.844222,6820757925.474248,3494781206.630026,1.14352223935349e+20,0.02670148262512047,1.112988500147954e+20,0.5381563308914875,0.7032851698599003,1.056919850095386e-05,1.019138697471504e-05,0.6142332641582424,0.5847772075141385,HH,2.234494934018914e-05,5.431745540780742,0.0,0.0,7309978343.424533,735390863.3754714,0.0,5794383347.834548,0.0,0.0,0.0,4890307046.9414,14304611605.13175,0.0,42313501567.8957,0.0,4257832938.822027,1567871441.12234,0.5,0.5,0.5,7.964229205736729e-29,An_up,RPA4244,45,3,0.7011770108380053,0.7011770108380053,True,Tier1_UniversalCore_HH
RPA3125,Q6N558,Ribonuclease R OS=Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009) OX=258594 GN=RNR PE=3 SV=1,rpa:TX73_016160,K12573,rpa03018,RNA degradation,Intermediate-importance protein,Intermediate,49,True,Ac+SA_an,Regime-invariant importance,4375427439.633812,2700958643.755967,6049896235.511655,3348937591.755688,6.636324543851688e+19,0.04224997933481504,6.355939969014828e+19,0.4374480008261058,0.6404722884046419,2.284457988898837e-05,2.320414814790019e-05,1.364972279771385,1.371439328871147,HH,1.942337476405082e-05,4.709552973469355,0.0,0.0,0.0,12007174794.90098,11.42049187922528,0.0,3702596768.507617,29873556529.44521,0.0,0.0,2697435663.155323,3680272014.559797,0.0,0.0,3200461923.483815,14845341328.66775,0.5,0.5,0.5,0.003934552043798184,Ae_up,RPA3125,46,2,-0.7644137444796071,0.7644137444796071,True,Tier3_AdaptiveSpecialist_HH
RPA3287,Q6N4Q0,Putative 3-oxoacyl-acyl carrier protein reductase OS=Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009) OX=258594 GN=RPA3287 PE=4 SV=1,rpa:TX73_016995,,,,Intermediate-importance protein,Intermediate,3,True,Ac+pCA_an,Regime-invariant importance,4403148224.137202,1359971944.120928,7446324504.153477,6086352560.032549,1.998652291385759e+20,0.04633583295688044,1.906043072673222e+20,0.4198747292317313,0.6343835942496174,5.707301564175719e-05,5.712336138044284e-05,0.8396609138665845,0.8359768741436289,HH,1.939306140439589e-05,4.06422189800042,0.0,3181873484.62702,10879775552.96743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56388722548.60079,0.0,0.0,0.0,0.0,0.1875,0.1875,0.1875,0.02446691019914549,Ae_up,RPA3287,47,4,0.1907718068154067,0.1907718068154067,False,Tier3_AdaptiveSpecialist_HH
RPA1651,Q6N998,Possible leucine/isoleucine/valine-binding protein OS=Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009) OX=258594 GN=RPA1651 PE=4 SV=1,rpa:TX73_008485,K01999,"rpa02010,rpa02024","ABC transporters, Quorum sensing",Intermediate-importance protein,Intermediate,35,True,Ac+KL_ae,Regime-invariant importance,4222680240.010089,6647314020.275146,1798046459.745033,-4849267560.530113,1.643603769796196e+20,0.03576804261729934,1.584815280112172e+20,0.4789286667472265,0.6661428795774837,2.223209624632231e-05,2.247016540575203e-05,1.027536476942089,1.045644423826007,HH,1.859821496281591e-05,6.730732446149453,0.0,0.0,51432144263.00217,1350521864.181821,0.0,7214186748.591906,0.0,0.0,395846035.0171624,0.0,0.0,7170184929.368355,0.0,0.0,0.0,0.0,0.3125,0.3125,0.3125,0.06559976378970574,ns,RPA1651,48,4,0.1907718068154067,0.1907718068154067,False,Tier3_AdaptiveSpecialist_HH
RPA0188,Q6NDC0,Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex OS=Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009) OX=258594 GN=sucB PE=3 SV=1,rpa:TX73_000975,K00658,"rpa00020,rpa00310,rpa00380,rpa00785,rpa01100,rpa01110,rpa01120,rpa01200,rpa01210","Citrate cycle (TCA cycle), Lysine degradation, Tryptophan metabolism, Lipoic acid metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Carbon metabolism, 2-Oxocarboxylic acid metabolism",Intermediate-importance protein,Intermediate,43,True,Ac+CA_an,Regime-invariant importance,4115109382.177477,139072635.7167645,8091146128.638189,7952073492.921425,1.218711372700405e+20,0.1297179017389228,1.060622690608347e+20,0.1774086430175857,0.6281977902611812,7.325056651001658e-06,7.12834649487344e-06,0.1453029977836695,0.1324107739943417,HH,1.812443389865921e-05,3.501569615285449,956555092.1381166,31111376763.83076,156025993.5959989,0.0,0.0,33617792265.27476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.0001887506506181548,Ae_up,RPA0188,49,4,0.1907718068154067,0.1907718068154067,False,Tier3_AdaptiveSpecialist_HH
RPA1853,Q6N8Q0,Putative short-chain dehydrogenase OS=Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009) OX=258594 GN=RPA1853 PE=4 SV=1,rpa:TX73_009530,,,,Intermediate-importance protein,Intermediate,35,True,Ac+KL_ae,Regime-invariant importance,4074151053.492264,7516137622.619073,632164484.3654552,-6883973138.253618,2.135257570814223e+20,0.05548403950878725,2.016784855393729e+20,0.3790379819491659,0.6281977902611812,2.275216528490781e-05,2.141507862688909e-05,1.059840706840242,0.9800231461642445,HH,1.807112082201339e-05,4.957287805337447,0.0,0.0,58756760199.84877,1372340781.10381,9.522881470164165,0.0,0.0,3376376885.200485,0.0,1680938980.200274,0.0,0.0,0.0,0.0,0.0,0.0,0.3125,0.3125,0.3125,0.0297177947830181,An_up,RPA1853,50,14,-0.36688938014314376,0.36688938014314376,False,Tier3_AdaptiveSpecialist_HH
RPA4149,Q6N2A1,Beta-lactamase-like OS=Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009) OX=258594 GN=RPA4149 PE=4 SV=1,rpa:TX73_021505,,,,Intermediate-importance protein,Intermediate,3,True,Ac+pCA_an,Regime-invariant importance,4071312026.983654,840432202.3521049,7302191851.615204,6461759649.263099,8.853425769984415e+19,0.1179044667274549,7.809567325863295e+19,0.1972298361010781,0.6281977902611812,3.686990732479338e-05,3.720342816204915e-05,0.3925000869359513,0.3968224786499758,HH,1.794141230295797e-05,3.066105882318064,0.0,16786557180.13514,0.0,1675851783.980828,0.7401936638360673,0.0,0.0,0.0,0.0,0.0,5047605834.836012,35247722120.45306,6383255511.593234,0.0,0.0,0.0,0.3125,0.3125,0.3125,0.0006654402260842402,Ae_up,RPA4149,51,2,-0.7644137444796071,0.7644137444796071,True,Tier3_AdaptiveSpecialist_HH
RPA0621,Q6NC51,Peptide deformylase OS=Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009) OX=258594 GN=def PE=3 SV=1,,,,,Intermediate-importance protein,Intermediate,49,True,Ac+SA_an,Regime-invariant importance,4012367695.69683,2041198305.255878,5983537086.137783,3942338780.881905,1.458304076706157e+20,0.02664402320390873,1.419448989048044e+20,0.5404635448270787,0.7032851698599003,1.947399217204779e-05,1.94733073284137e-05,1.131428267176572,1.115305761578393,HH,1.767192225624209e-05,9.19961009732354,0.0,0.0,0.0,4975741413.141026,0.0,0.0,0.0,47868296689.10226,0.0,0.0,0.0,0.0,0.0,0.0,11353845028.906,0.0,0.1875,0.1875,0.1875,6.076614421303394e-13,An_up,RPA0621,52,3,0.7011770108380053,0.7011770108380053,True,Tier3_AdaptiveSpecialist_HH
RPA0916,Q6NBB2,DUF1192 domain-containing protein OS=Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009) OX=258594 GN=RPA0916 PE=4 SV=1,rpa:TX73_004725,,,,Intermediate-importance protein,Intermediate,49,True,Ac+SA_an,Regime-invariant importance,3923664637.886127,997213306.9127359,6850115968.859518,5852902661.946782,1.860399767897608e+20,0.0460337479091068,1.774758593972049e+20,0.4227847510561634,0.6345826914610032,9.76696789640928e-06,1.037199142956232e-05,0.4588401044968592,0.4904727491230605,HH,1.729847737299767e-05,3.693902429679683,0.0,0.0,2999313805.165662,0.0,1.291542085226149,0.0,0.0,54800927749.5846,0.0,0.0,0.0,0.0,0.0,0.0,4978392650.136225,0.0,0.25,0.1875,0.1875,0.001174983078635695,Ae_up,RPA0916,53,1,-0.6150968944808747,0.6150968944808747,True,Tier3_AdaptiveSpecialist_HH
RPA4550,Q6N159,Uncharacterized protein OS=Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009) OX=258594 GN=RPA4550 PE=4 SV=1,rpa:TX73_023640,,,,Intermediate-importance protein,Intermediate,3,True,Ac+pCA_an,Regime-invariant importance,3773268821.839911,0.0,7546537643.679822,7546537643.679822,2.278009213771205e+20,0.06250000006935494,2.135633637752513e+20,0.3506166625518929,0.6281977902611812,3.567910286839017e-05,3.594062727841819e-05,0.366143691816749,0.3689827990386139,HH,1.703792015502973e-05,5.660945490847784,0.0,0.0,0.0,0.0,31.40337297392066,0.0,0.0,0.0,0.0,0.0,0.0,60372301118.0352,0.0,0.0,0.0,0.0,0.125,0.125,0.125,0.06315521253679494,ns,RPA4550,54,1,-0.6150968944808747,0.6150968944808747,True,Tier3_AdaptiveSpecialist_HH
RPA4359,Q6N1P6,DUF185 OS=Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009) OX=258594 GN=RPA4359 PE=1 SV=1,rpa:TX73_022595,,,,Intermediate-importance protein,Intermediate,43,True,Ac+CA_an,Regime-invariant importance,3805014638.262352,966821730.8292587,6643207545.695446,5676385814.866187,5.460674190210941e+19,0.1475154660251273,4.655140292230589e+19,0.1462525286223528,0.6281977902611812,2.953589015075585e-05,2.911024053069268e-05,0.9592832723076915,0.9361956406900701,HH,1.686589867214732e-05,8.208171345365528,5943751683.742393,21720392394.43791,0.0,0.0,8.035591914544044,22604545375.91927,0.0,4130131339.653473,1790822162.891676,0.0,0.0,3186829153.696263,1503762093.821062,0.0,0.0,0.0,0.5,0.5,0.5,2.731273072378317e-12,Ae_up,RPA4359,55,1,-0.6150968944808747,0.6150968944808747,True,Tier3_AdaptiveSpecialist_HH
RPA4129,Q6N2C1,Possible transcriptional regulator XRE family OS=Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009) OX=258594 GN=RPA4129 PE=4 SV=1,rpa:TX73_021395,,,,Intermediate-importance protein,Intermediate,28,True,pC_ae,Regime-invariant importance,3699062387.303866,7154996176.115665,243128598.492067,-6911867577.623598,1.897061219748267e+20,0.06295779086262664,1.777626436221756e+20,0.3487715278793775,0.6281977902611812,6.101173121871737e-06,6.196098664511993e-06,0.0242545302995198,0.03286715875652671,HH,1.661403836964566e-05,4.568435315574006,0.0,0.0,1950426735.819134,0.0,24.13097157187195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1945028763.805565,0.0,55289542673.10619,0.0,0.25,0.25,0.25,1.618031262547932e-15,Ae_up,RPA4129,56,1,-0.6150968944808747,0.6150968944808747,True,Tier3_AdaptiveSpecialist_HH
